SALES_LOCATION,SKU_CODE,SKU_DESCRIPTION,CUSTOMER_CODE,ORDERNUMBER,ORDERLINENUMBER,SHIPMENTDATE,SHIPPEDQUANTITY,SHIPPEDVALUE,Invoice Number
WEL2,1298687562,Cookie dough 500ml,FC,12054,24,5/14/2021,34,$61.27 ,FC1205444330
WEL2,7846604624,Raspberry sorbet 500ml,FC,12054,25,5/14/2021,20,$28.73 ,FC1205444330
WEL2,4448990873,Blueberry sorbet 500ml,FC,12054,26,5/14/2021,13,$18.67 ,FC1205444330
WEL2,8979136562,Coconut sorbet 500ml,FC,12054,27,5/14/2021,13,$18.67 ,FC1205444330
CHR1,5073628659,Butterscotch Hokey Pokey 10L,NC,35054,1,5/15/2021,2,$23.48 ,NC3505444331
CHR1,6584919483,Chocolate 10L,NC,35054,2,5/15/2021,1,$8.93 ,NC3505444331
CHR1,6915082529,Caramel pecan 10L,NC,35054,3,5/15/2021,1,$11.74 ,NC3505444331
CHR1,1684231247,Lemon sorbet 25L,NC,35054,4,5/15/2021,1,$21.16 ,NC3505444331
CHR1,6111690817,Vanilla 50L,NC,35054,5,5/15/2021,1,$36.85 ,NC3505444331
CHR1,6664244979,Banana 50L,NC,35054,6,5/15/2021,1,$36.85 ,NC3505444331
CHR1,2923276094,Vanilla 500ml,CO,32445,1,5/15/2021,64,$104.45 ,CO3244544331
CHR1,1105523870,Vanilla 1L,CO,32445,2,5/15/2021,22,$42.08 ,CO3244544331
CHR1,3838135483,Chocolate 500ml,CO,32445,3,5/15/2021,48,$78.34 ,CO3244544331
CHR1,7875868020,Chocolate 1L,CO,32445,4,5/15/2021,16,$30.60 ,CO3244544331
CHR1,6146308559,Banana 500ml,CO,32445,5,5/15/2021,22,$35.90 ,CO3244544331
CHR1,2523086324,Pistacchio 500ml,CO,32445,6,5/15/2021,22,$37.96 ,CO3244544331
CHR1,1668431427,Almond 500ml,CO,32445,7,5/15/2021,16,$27.61 ,CO3244544331
CHR1,2938388444,Hazulnut 500ml,CO,32445,8,5/15/2021,16,$27.61 ,CO3244544331
CHR1,8538325357,Lemon sorbet 500ml,CO,32445,9,5/15/2021,43,$61.77 ,CO3244544331
CHR1,1725615692,Lemon sorbet 1L,CO,32445,10,5/15/2021,13,$26.41 ,CO3244544331
CHR1,7512592418,Strawberry sorbet 500ml,CO,32445,11,5/15/2021,27,$38.79 ,CO3244544331
CHR1,7807927045,Strawberry sorbet 1L,CO,32445,12,5/15/2021,8,$16.25 ,CO3244544331
CHR1,8532174665,Caramel pecan 500ml,CO,32445,13,5/15/2021,27,$48.65 ,CO3244544331
CHR1,3243814817,Butterscotch Hokey Pokey 500ml,CO,32445,14,5/15/2021,43,$77.49 ,CO3244544331
CHR1,8780554611,Cookies and cream 500ml,CO,32445,15,5/15/2021,27,$48.65 ,CO3244544331
CHR1,1298687562,Cookie dough 500ml,CO,32445,16,5/15/2021,27,$48.65 ,CO3244544331
CHR1,7846604624,Raspberry sorbet 500ml,CO,32445,17,5/15/2021,16,$22.98 ,CO3244544331
CHR1,4448990873,Blueberry sorbet 500ml,CO,32445,18,5/15/2021,11,$15.80 ,CO3244544331
CHR1,8979136562,Coconut sorbet 500ml,CO,32445,19,5/15/2021,11,$15.80 ,CO3244544331
CHR1,9734547755,Strawberry sorbet 10L,FD,46054,1,5/16/2021,2,$17.22 ,FD4605444332
CHR1,6371619495,Coconut sorbet 10L,FD,46054,2,5/16/2021,2,$17.22 ,FD4605444332
CHR1,9625582743,Banana 25L,FD,46054,3,5/16/2021,1,$20.92 ,FD4605444332
CHR1,1684231247,Lemon sorbet 25L,FD,46054,4,5/16/2021,1,$21.16 ,FD4605444332
CHR1,6111690817,Vanilla 50L,FD,46054,5,5/16/2021,1,$36.85 ,FD4605444332
WEL2,2923276094,Vanilla 500ml,NW,22297,1,5/16/2021,67,$109.34 ,NW2229744332
WEL2,1105523870,Vanilla 1L,NW,22297,2,5/16/2021,101,$193.16 ,NW2229744332
WEL2,3798011027,Vanilla 2L,NW,22297,3,5/16/2021,76,$224.81 ,NW2229744332
WEL2,3838135483,Chocolate 500ml,NW,22297,4,5/16/2021,168,$274.18 ,NW2229744332
WEL2,7875868020,Chocolate 1L,NW,22297,5,5/16/2021,67,$128.14 ,NW2229744332
WEL2,4086930842,Chocolate 2L,NW,22297,6,5/16/2021,17,$50.29 ,NW2229744332
WEL2,6146308559,Banana 500ml,NW,22297,7,5/16/2021,101,$164.83 ,NW2229744332
WEL2,8383046664,Banana 1L,NW,22297,8,5/16/2021,34,$65.03 ,NW2229744332
WEL2,7215963159,Banana 2L,NW,22297,9,5/16/2021,8,$23.66 ,NW2229744332
WEL2,2523086324,Pistacchio 500ml,NW,22297,10,5/16/2021,101,$174.28 ,NW2229744332
WEL2,2504955536,Pistacchio 1L,NW,22297,11,5/16/2021,17,$39.45 ,NW2229744332
WEL2,2338792687,Pistacchio 2L,NW,22297,12,5/16/2021,8,$27.54 ,NW2229744332
WEL2,1668431427,Almond 500ml,NW,22297,13,5/16/2021,101,$174.28 ,NW2229744332
WEL2,4579074420,Almond 1L,NW,22297,14,5/16/2021,17,$39.45 ,NW2229744332
WEL2,3615667094,Almond 2L,NW,22297,15,5/16/2021,8,$27.54 ,NW2229744332
WEL2,2938388444,Hazulnut 500ml,NW,22297,16,5/16/2021,101,$174.28 ,NW2229744332
WEL2,9500349027,Hazulnut 1L,NW,22297,17,5/16/2021,17,$39.45 ,NW2229744332
WEL2,5581472778,Hazulnut 2L,NW,22297,18,5/16/2021,8,$27.54 ,NW2229744332
WEL2,8538325357,Lemon sorbet 500ml,NW,22297,19,5/16/2021,168,$241.33 ,NW2229744332
WEL2,1725615692,Lemon sorbet 1L,NW,22297,20,5/16/2021,50,$101.58 ,NW2229744332
WEL2,3204868990,Lemon sorbet 2L,NW,22297,21,5/16/2021,17,$43.93 ,NW2229744332
WEL2,7512592418,Strawberry sorbet 500ml,NW,22297,22,5/16/2021,134,$192.49 ,NW2229744332
WEL2,7807927045,Strawberry sorbet 1L,NW,22297,23,5/16/2021,50,$101.58 ,NW2229744332
WEL2,6914128351,Strawberry sorbet 2L,NW,22297,24,5/16/2021,17,$43.93 ,NW2229744332
WEL2,2473124490,Caramel pecan 120ml,NW,22297,25,5/16/2021,140,$153.51 ,NW2229744332
WEL2,8532174665,Caramel pecan 500ml,NW,22297,26,5/16/2021,67,$120.73 ,NW2229744332
WEL2,5341027352,Caramel pecan 1L,NW,22297,27,5/16/2021,17,$37.86 ,NW2229744332
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,NW,22297,28,5/16/2021,140,$153.51 ,NW2229744332
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,NW,22297,29,5/16/2021,101,$182.00 ,NW2229744332
WEL2,8038536837,Butterscotch Hokey Pokey 1L,NW,22297,30,5/16/2021,34,$75.72 ,NW2229744332
WEL2,9310654418,Cookies and cream 120ml,NW,22297,31,5/16/2021,140,$153.51 ,NW2229744332
WEL2,8780554611,Cookies and cream 500ml,NW,22297,32,5/16/2021,67,$120.73 ,NW2229744332
WEL2,7710933330,Cookie dough 120ml,NW,22297,33,5/16/2021,140,$153.51 ,NW2229744332
WEL2,1298687562,Cookie dough 500ml,NW,22297,34,5/16/2021,134,$241.47 ,NW2229744332
WEL2,7846604624,Raspberry sorbet 500ml,NW,22297,35,5/16/2021,101,$145.09 ,NW2229744332
WEL2,4413194530,Raspberry sorbet 1L,NW,22297,36,5/16/2021,50,$101.58 ,NW2229744332
WEL2,4448990873,Blueberry sorbet 500ml,NW,22297,37,5/16/2021,67,$96.25 ,NW2229744332
WEL2,7895654818,Blueberry sorbet 1L,NW,22297,38,5/16/2021,34,$69.07 ,NW2229744332
WEL2,8979136562,Coconut sorbet 500ml,NW,22297,39,5/16/2021,67,$96.25 ,NW2229744332
WEL2,9160487777,Coconut sorbet 1L,NW,22297,40,5/16/2021,34,$69.07 ,NW2229744332
CHR1,9820775571,Vanilla 10L,DI,82056,1,5/17/2021,1,$8.93 ,DI8205644333
CHR1,6584919483,Chocolate 10L,DI,82056,2,5/17/2021,1,$8.93 ,DI8205644333
CHR1,6667180271,Butterscotch Hokey Pokey 5L,DI,82056,3,5/17/2021,1,$5.91 ,DI8205644333
CHR1,2926651089,Cookies and cream 5L,DI,82056,4,5/17/2021,1,$5.91 ,DI8205644333
CHR1,6303937038,Cookie dough 5L,DI,82056,5,5/17/2021,1,$5.91 ,DI8205644333
CHR1,1332592976,Banana 10L,DI,82056,6,5/17/2021,1,$8.93 ,DI8205644333
CHR1,8636807198,Almond 5L,DI,82056,7,5/17/2021,1,$5.59 ,DI8205644333
CHR1,9672735913,Pistacchio 5L,DI,82056,8,5/17/2021,1,$5.59 ,DI8205644333
CHR1,3927126463,Hazulnut 5L,DI,82056,9,5/17/2021,1,$5.59 ,DI8205644333
CHR1,3630781384,Caramel pecan 5L,DI,82056,10,5/17/2021,1,$5.91 ,DI8205644333
CHR1,9820775571,Vanilla 10L,PI,99056,1,5/17/2021,1,$8.93 ,PI9905644333
CHR1,6584919483,Chocolate 10L,PI,99056,2,5/17/2021,1,$8.93 ,PI9905644333
CHR1,9789508450,Banana 5L,PI,99056,3,5/17/2021,1,$5.29 ,PI9905644333
CHR1,8636807198,Almond 5L,PI,99056,4,5/17/2021,1,$5.59 ,PI9905644333
CHR1,9672735913,Pistacchio 5L,PI,99056,5,5/17/2021,1,$5.59 ,PI9905644333
CHR1,3927126463,Hazulnut 5L,PI,99056,6,5/17/2021,1,$5.59 ,PI9905644333
CHR1,3630781384,Caramel pecan 5L,PI,99056,7,5/17/2021,1,$5.91 ,PI9905644333
CHR1,6667180271,Butterscotch Hokey Pokey 5L,PI,99056,8,5/17/2021,1,$5.91 ,PI9905644333
CHR1,2926651089,Cookies and cream 5L,PI,99056,9,5/17/2021,1,$5.91 ,PI9905644333
CHR1,6303937038,Cookie dough 5L,PI,99056,10,5/17/2021,1,$5.91 ,PI9905644333
CHR1,8342643031,Strawberry sorbet 5L,PI,99056,11,5/17/2021,1,$5.51 ,PI9905644333
CHR1,3050041358,Raspberry sorbet 5L,PI,99056,12,5/17/2021,1,$5.51 ,PI9905644333
CHR1,2054446608,Lemon sorbet 10L,PI,99056,13,5/17/2021,1,$8.61 ,PI9905644333
WEL2,2473124490,Caramel pecan 120ml,FS,88389,1,5/17/2021,134,$146.93 ,FS8838944333
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,FS,88389,2,5/17/2021,168,$184.21 ,FS8838944333
WEL2,9310654418,Cookies and cream 120ml,FS,88389,3,5/17/2021,134,$146.93 ,FS8838944333
WEL2,7710933330,Cookie dough 120ml,FS,88389,4,5/17/2021,134,$146.93 ,FS8838944333
WEL2,9324908946,Vanilla 120ml,FS,88389,5,5/17/2021,337,$200.52 ,FS8838944333
WEL2,2990398449,Chocolate 120ml,FS,88389,6,5/17/2021,253,$150.54 ,FS8838944333
WEL2,4901368589,Banana 120ml,FS,88389,7,5/17/2021,84,$49.98 ,FS8838944333
WEL2,6323070235,Almond 120ml,FS,88389,8,5/17/2021,84,$89.25 ,FS8838944333
WEL2,2282638198,Pistacchio 120ml,FS,88389,9,5/17/2021,84,$89.25 ,FS8838944333
WEL2,3003170994,Hazulnut 120ml,FS,88389,10,5/17/2021,84,$89.25 ,FS8838944333
WEL2,1601975155,Strawberry sorbet 120ml,FS,88389,11,5/17/2021,34,$17.63 ,FS8838944333
WEL2,3778262667,Raspberry sorbet 120ml,FS,88389,12,5/17/2021,34,$17.63 ,FS8838944333
WEL2,9443110327,Blueberry sorbet 120ml,FS,88389,13,5/17/2021,17,$8.81 ,FS8838944333
WEL2,4972643245,Lemon sorbet 120ml,FS,88389,14,5/17/2021,84,$43.55 ,FS8838944333
WEL2,8773488406,Coconut sorbet 120ml,FS,88389,15,5/17/2021,17,$8.81 ,FS8838944333
CHR1,1637912214,Hazulnut 10L,RI,53054,1,5/18/2021,1,$9.66 ,RI5305444334
CHR1,5073628659,Butterscotch Hokey Pokey 10L,RI,53054,2,5/18/2021,1,$11.74 ,RI5305444334
CHR1,1684231247,Lemon sorbet 25L,RI,53054,3,5/18/2021,1,$21.16 ,RI5305444334
CHR1,6111690817,Vanilla 50L,RI,53054,4,5/18/2021,1,$36.85 ,RI5305444334
CHR1,9772508320,Chocolate 50L,RI,53054,5,5/18/2021,1,$36.85 ,RI5305444334
CHR1,9625582743,Banana 25L,RI,53054,6,5/18/2021,1,$20.92 ,RI5305444334
CHR1,8646437392,Cookie dough 25L,RI,53054,7,5/18/2021,1,$23.35 ,RI5305444334
CHR1,9820775571,Vanilla 10L,KI,62056,1,5/20/2021,1,$8.93 ,KI6205644336
CHR1,6915082529,Caramel pecan 10L,KI,62056,2,5/20/2021,1,$11.74 ,KI6205644336
CHR1,5073628659,Butterscotch Hokey Pokey 10L,KI,62056,3,5/20/2021,1,$11.74 ,KI6205644336
CHR1,6564777716,Cookies and cream 10L,KI,62056,4,5/20/2021,1,$11.74 ,KI6205644336
CHR1,9909375745,Cookie dough 10L,KI,62056,5,5/20/2021,1,$11.74 ,KI6205644336
WEL2,2923276094,Vanilla 500ml,SV,74165,1,5/20/2021,67,$109.34 ,SV7416544336
WEL2,1105523870,Vanilla 1L,SV,74165,2,5/20/2021,27,$51.64 ,SV7416544336
WEL2,3838135483,Chocolate 500ml,SV,74165,3,5/20/2021,61,$99.55 ,SV7416544336
WEL2,7875868020,Chocolate 1L,SV,74165,4,5/20/2021,17,$32.51 ,SV7416544336
WEL2,6146308559,Banana 500ml,SV,74165,5,5/20/2021,20,$32.64 ,SV7416544336
WEL2,8383046664,Banana 1L,SV,74165,6,5/20/2021,7,$13.39 ,SV7416544336
WEL2,2523086324,Pistacchio 500ml,SV,74165,7,5/20/2021,20,$34.51 ,SV7416544336
WEL2,2504955536,Pistacchio 1L,SV,74165,8,5/20/2021,4,$9.28 ,SV7416544336
WEL2,1668431427,Almond 500ml,SV,74165,9,5/20/2021,20,$34.51 ,SV7416544336
WEL2,4579074420,Almond 1L,SV,74165,10,5/20/2021,4,$9.28 ,SV7416544336
WEL2,2938388444,Hazulnut 500ml,SV,74165,11,5/20/2021,20,$34.51 ,SV7416544336
WEL2,9500349027,Hazulnut 1L,SV,74165,12,5/20/2021,4,$9.28 ,SV7416544336
WEL2,8538325357,Lemon sorbet 500ml,SV,74165,13,5/20/2021,54,$77.57 ,SV7416544336
WEL2,1725615692,Lemon sorbet 1L,SV,74165,14,5/20/2021,17,$34.54 ,SV7416544336
WEL2,7512592418,Strawberry sorbet 500ml,SV,74165,15,5/20/2021,34,$48.84 ,SV7416544336
WEL2,7807927045,Strawberry sorbet 1L,SV,74165,16,5/20/2021,10,$20.32 ,SV7416544336
WEL2,2473124490,Caramel pecan 120ml,SV,74165,17,5/20/2021,28,$30.70 ,SV7416544336
WEL2,8532174665,Caramel pecan 500ml,SV,74165,18,5/20/2021,20,$36.04 ,SV7416544336
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,SV,74165,19,5/20/2021,28,$30.70 ,SV7416544336
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,SV,74165,20,5/20/2021,54,$97.31 ,SV7416544336
WEL2,9310654418,Cookies and cream 120ml,SV,74165,21,5/20/2021,28,$30.70 ,SV7416544336
WEL2,8780554611,Cookies and cream 500ml,SV,74165,22,5/20/2021,20,$36.04 ,SV7416544336
WEL2,7710933330,Cookie dough 120ml,SV,74165,23,5/20/2021,28,$30.70 ,SV7416544336
WEL2,1298687562,Cookie dough 500ml,SV,74165,24,5/20/2021,34,$61.27 ,SV7416544336
WEL2,7846604624,Raspberry sorbet 500ml,SV,74165,25,5/20/2021,20,$28.73 ,SV7416544336
WEL2,4448990873,Blueberry sorbet 500ml,SV,74165,26,5/20/2021,13,$18.67 ,SV7416544336
WEL2,8979136562,Coconut sorbet 500ml,SV,74165,27,5/20/2021,13,$18.67 ,SV7416544336
WEL2,2923276094,Vanilla 500ml,SV,74166,1,5/21/2021,67,$109.34 ,SV7416644337
WEL2,1105523870,Vanilla 1L,SV,74166,2,5/21/2021,27,$51.64 ,SV7416644337
WEL2,3838135483,Chocolate 500ml,SV,74166,3,5/21/2021,61,$99.55 ,SV7416644337
WEL2,7875868020,Chocolate 1L,SV,74166,4,5/21/2021,17,$32.51 ,SV7416644337
WEL2,6146308559,Banana 500ml,SV,74166,5,5/21/2021,20,$32.64 ,SV7416644337
WEL2,8383046664,Banana 1L,SV,74166,6,5/21/2021,7,$13.39 ,SV7416644337
WEL2,2523086324,Pistacchio 500ml,SV,74166,7,5/21/2021,20,$34.51 ,SV7416644337
WEL2,2504955536,Pistacchio 1L,SV,74166,8,5/21/2021,4,$9.28 ,SV7416644337
WEL2,1668431427,Almond 500ml,SV,74166,9,5/21/2021,20,$34.51 ,SV7416644337
WEL2,4579074420,Almond 1L,SV,74166,10,5/21/2021,4,$9.28 ,SV7416644337
WEL2,2938388444,Hazulnut 500ml,SV,74166,11,5/21/2021,20,$34.51 ,SV7416644337
WEL2,9500349027,Hazulnut 1L,SV,74166,12,5/21/2021,4,$9.28 ,SV7416644337
WEL2,8538325357,Lemon sorbet 500ml,SV,74166,13,5/21/2021,54,$77.57 ,SV7416644337
WEL2,1725615692,Lemon sorbet 1L,SV,74166,14,5/21/2021,17,$34.54 ,SV7416644337
WEL2,7512592418,Strawberry sorbet 500ml,SV,74166,15,5/21/2021,34,$48.84 ,SV7416644337
WEL2,7807927045,Strawberry sorbet 1L,SV,74166,16,5/21/2021,10,$20.32 ,SV7416644337
WEL2,2473124490,Caramel pecan 120ml,SV,74166,17,5/21/2021,28,$30.70 ,SV7416644337
WEL2,8532174665,Caramel pecan 500ml,SV,74166,18,5/21/2021,20,$36.04 ,SV7416644337
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,SV,74166,19,5/21/2021,28,$30.70 ,SV7416644337
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,SV,74166,20,5/21/2021,54,$97.31 ,SV7416644337
WEL2,9310654418,Cookies and cream 120ml,SV,74166,21,5/21/2021,28,$30.70 ,SV7416644337
WEL2,8780554611,Cookies and cream 500ml,SV,74166,22,5/21/2021,20,$36.04 ,SV7416644337
WEL2,7710933330,Cookie dough 120ml,SV,74166,23,5/21/2021,28,$30.70 ,SV7416644337
WEL2,1298687562,Cookie dough 500ml,SV,74166,24,5/21/2021,34,$61.27 ,SV7416644337
WEL2,7846604624,Raspberry sorbet 500ml,SV,74166,25,5/21/2021,20,$28.73 ,SV7416644337
WEL2,4448990873,Blueberry sorbet 500ml,SV,74166,26,5/21/2021,13,$18.67 ,SV7416644337
WEL2,8979136562,Coconut sorbet 500ml,SV,74166,27,5/21/2021,13,$18.67 ,SV7416644337
WEL2,2923276094,Vanilla 500ml,FC,12055,1,5/21/2021,67,$109.34 ,FC1205544337
WEL2,1105523870,Vanilla 1L,FC,12055,2,5/21/2021,27,$51.64 ,FC1205544337
WEL2,3838135483,Chocolate 500ml,FC,12055,3,5/21/2021,47,$76.70 ,FC1205544337
WEL2,7875868020,Chocolate 1L,FC,12055,4,5/21/2021,17,$32.51 ,FC1205544337
WEL2,6146308559,Banana 500ml,FC,12055,5,5/21/2021,27,$44.06 ,FC1205544337
WEL2,8383046664,Banana 1L,FC,12055,6,5/21/2021,7,$13.39 ,FC1205544337
WEL2,2523086324,Pistacchio 500ml,FC,12055,7,5/21/2021,27,$46.59 ,FC1205544337
WEL2,2504955536,Pistacchio 1L,FC,12055,8,5/21/2021,4,$9.28 ,FC1205544337
WEL2,1668431427,Almond 500ml,FC,12055,9,5/21/2021,20,$34.51 ,FC1205544337
WEL2,4579074420,Almond 1L,FC,12055,10,5/21/2021,4,$9.28 ,FC1205544337
WEL2,2938388444,Hazulnut 500ml,FC,12055,11,5/21/2021,20,$34.51 ,FC1205544337
WEL2,9500349027,Hazulnut 1L,FC,12055,12,5/21/2021,4,$9.28 ,FC1205544337
WEL2,8538325357,Lemon sorbet 500ml,FC,12055,13,5/21/2021,54,$77.57 ,FC1205544337
WEL2,1725615692,Lemon sorbet 1L,FC,12055,14,5/21/2021,17,$34.54 ,FC1205544337
WEL2,7512592418,Strawberry sorbet 500ml,FC,12055,15,5/21/2021,34,$48.84 ,FC1205544337
WEL2,7807927045,Strawberry sorbet 1L,FC,12055,16,5/21/2021,10,$20.32 ,FC1205544337
WEL2,2473124490,Caramel pecan 120ml,FC,12055,17,5/21/2021,28,$30.70 ,FC1205544337
WEL2,8532174665,Caramel pecan 500ml,FC,12055,18,5/21/2021,20,$36.04 ,FC1205544337
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,FC,12055,19,5/21/2021,28,$30.70 ,FC1205544337
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,FC,12055,20,5/21/2021,54,$97.31 ,FC1205544337
WEL2,9310654418,Cookies and cream 120ml,FC,12055,21,5/21/2021,28,$30.70 ,FC1205544337
WEL2,8780554611,Cookies and cream 500ml,FC,12055,22,5/21/2021,20,$36.04 ,FC1205544337
WEL2,7710933330,Cookie dough 120ml,FC,12055,23,5/21/2021,28,$30.70 ,FC1205544337
WEL2,1298687562,Cookie dough 500ml,FC,12055,24,5/21/2021,34,$61.27 ,FC1205544337
WEL2,7846604624,Raspberry sorbet 500ml,FC,12055,25,5/21/2021,20,$28.73 ,FC1205544337
WEL2,4448990873,Blueberry sorbet 500ml,FC,12055,26,5/21/2021,13,$18.67 ,FC1205544337
WEL2,8979136562,Coconut sorbet 500ml,FC,12055,27,5/21/2021,13,$18.67 ,FC1205544337
CHR1,9820775571,Vanilla 10L,DI,82057,1,5/23/2021,1,$8.93 ,DI8205744339
CHR1,6584919483,Chocolate 10L,DI,82057,2,5/23/2021,1,$8.93 ,DI8205744339
CHR1,6667180271,Butterscotch Hokey Pokey 5L,DI,82057,3,5/23/2021,1,$5.91 ,DI8205744339
CHR1,2926651089,Cookies and cream 5L,DI,82057,4,5/23/2021,1,$5.91 ,DI8205744339
CHR1,6303937038,Cookie dough 5L,DI,82057,5,5/23/2021,1,$5.91 ,DI8205744339
CHR1,1332592976,Banana 10L,DI,82057,6,5/23/2021,1,$8.93 ,DI8205744339
CHR1,8636807198,Almond 5L,DI,82057,7,5/23/2021,1,$5.59 ,DI8205744339
CHR1,9672735913,Pistacchio 5L,DI,82057,8,5/23/2021,1,$5.59 ,DI8205744339
CHR1,3927126463,Hazulnut 5L,DI,82057,9,5/23/2021,1,$5.59 ,DI8205744339
CHR1,3630781384,Caramel pecan 5L,DI,82057,10,5/23/2021,1,$5.91 ,DI8205744339
CHR1,2923276094,Vanilla 500ml,WA,58946,1,5/23/2021,81,$132.19 ,WA5894644339
CHR1,1105523870,Vanilla 1L,WA,58946,2,5/23/2021,27,$51.64 ,WA5894644339
CHR1,3838135483,Chocolate 500ml,WA,58946,3,5/23/2021,61,$99.55 ,WA5894644339
CHR1,7875868020,Chocolate 1L,WA,58946,4,5/23/2021,20,$38.25 ,WA5894644339
CHR1,6146308559,Banana 500ml,WA,58946,5,5/23/2021,27,$44.06 ,WA5894644339
CHR1,2523086324,Pistacchio 500ml,WA,58946,6,5/23/2021,27,$46.59 ,WA5894644339
CHR1,1668431427,Almond 500ml,WA,58946,7,5/23/2021,20,$34.51 ,WA5894644339
CHR1,2938388444,Hazulnut 500ml,WA,58946,8,5/23/2021,20,$34.51 ,WA5894644339
CHR1,8538325357,Lemon sorbet 500ml,WA,58946,9,5/23/2021,54,$77.57 ,WA5894644339
CHR1,1725615692,Lemon sorbet 1L,WA,58946,10,5/23/2021,17,$34.54 ,WA5894644339
CHR1,7512592418,Strawberry sorbet 500ml,WA,58946,11,5/23/2021,34,$48.84 ,WA5894644339
CHR1,7807927045,Strawberry sorbet 1L,WA,58946,12,5/23/2021,10,$20.32 ,WA5894644339
CHR1,8532174665,Caramel pecan 500ml,WA,58946,13,5/23/2021,34,$61.27 ,WA5894644339
CHR1,3243814817,Butterscotch Hokey Pokey 500ml,WA,58946,14,5/23/2021,54,$97.31 ,WA5894644339
CHR1,8780554611,Cookies and cream 500ml,WA,58946,15,5/23/2021,34,$61.27 ,WA5894644339
CHR1,1298687562,Cookie dough 500ml,WA,58946,16,5/23/2021,34,$61.27 ,WA5894644339
CHR1,7846604624,Raspberry sorbet 500ml,WA,58946,17,5/23/2021,20,$28.73 ,WA5894644339
CHR1,4448990873,Blueberry sorbet 500ml,WA,58946,18,5/23/2021,13,$18.67 ,WA5894644339
CHR1,8979136562,Coconut sorbet 500ml,WA,58946,19,5/23/2021,13,$18.67 ,WA5894644339
CHR1,9734547755,Strawberry sorbet 10L,FD,46055,1,5/24/2021,2,$17.22 ,FD4605544340
CHR1,6371619495,Coconut sorbet 10L,FD,46055,2,5/24/2021,2,$17.22 ,FD4605544340
CHR1,9625582743,Banana 25L,FD,46055,3,5/24/2021,1,$20.92 ,FD4605544340
CHR1,1684231247,Lemon sorbet 25L,FD,46055,4,5/24/2021,1,$21.16 ,FD4605544340
CHR1,6111690817,Vanilla 50L,FD,46055,5,5/24/2021,1,$36.85 ,FD4605544340
CHR1,1637912214,Hazulnut 10L,RI,53055,1,5/24/2021,1,$9.66 ,RI5305544340
CHR1,5073628659,Butterscotch Hokey Pokey 10L,RI,53055,2,5/24/2021,1,$11.74 ,RI5305544340
CHR1,1684231247,Lemon sorbet 25L,RI,53055,3,5/24/2021,1,$21.16 ,RI5305544340
CHR1,6111690817,Vanilla 50L,RI,53055,4,5/24/2021,1,$36.85 ,RI5305544340
CHR1,9772508320,Chocolate 50L,RI,53055,5,5/24/2021,1,$36.85 ,RI5305544340
CHR1,9625582743,Banana 25L,RI,53055,6,5/24/2021,1,$20.92 ,RI5305544340
CHR1,8646437392,Cookie dough 25L,RI,53055,7,5/24/2021,1,$23.35 ,RI5305544340
WEL2,2473124490,Caramel pecan 120ml,FS,88390,1,5/24/2021,134,$146.93 ,FS8839044340
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,FS,88390,2,5/24/2021,168,$184.21 ,FS8839044340
WEL2,9310654418,Cookies and cream 120ml,FS,88390,3,5/24/2021,134,$146.93 ,FS8839044340
WEL2,7710933330,Cookie dough 120ml,FS,88390,4,5/24/2021,134,$146.93 ,FS8839044340
WEL2,9324908946,Vanilla 120ml,FS,88390,5,5/24/2021,337,$200.52 ,FS8839044340
WEL2,2990398449,Chocolate 120ml,FS,88390,6,5/24/2021,253,$150.54 ,FS8839044340
WEL2,4901368589,Banana 120ml,FS,88390,7,5/24/2021,84,$49.98 ,FS8839044340
WEL2,6323070235,Almond 120ml,FS,88390,8,5/24/2021,84,$89.25 ,FS8839044340
WEL2,2282638198,Pistacchio 120ml,FS,88390,9,5/24/2021,84,$89.25 ,FS8839044340
WEL2,3003170994,Hazulnut 120ml,FS,88390,10,5/24/2021,84,$89.25 ,FS8839044340
WEL2,1601975155,Strawberry sorbet 120ml,FS,88390,11,5/24/2021,34,$17.63 ,FS8839044340
WEL2,3778262667,Raspberry sorbet 120ml,FS,88390,12,5/24/2021,34,$17.63 ,FS8839044340
WEL2,9443110327,Blueberry sorbet 120ml,FS,88390,13,5/24/2021,17,$8.81 ,FS8839044340
WEL2,4972643245,Lemon sorbet 120ml,FS,88390,14,5/24/2021,84,$43.55 ,FS8839044340
WEL2,8773488406,Coconut sorbet 120ml,FS,88390,15,5/24/2021,17,$8.81 ,FS8839044340
CHR1,2923276094,Vanilla 500ml,CO,32446,1,5/24/2021,64,$104.45 ,CO3244644340
CHR1,1105523870,Vanilla 1L,CO,32446,2,5/24/2021,22,$42.08 ,CO3244644340
CHR1,3838135483,Chocolate 500ml,CO,32446,3,5/24/2021,48,$78.34 ,CO3244644340
CHR1,7875868020,Chocolate 1L,CO,32446,4,5/24/2021,16,$30.60 ,CO3244644340
